ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2"
1168,variable,,,"Uniforme Specialized Custom Fit Edição Limitada",1,0,visible,"Para maiores informações entre em contato em contato@powerhousebrasil.com","<img class=""alignnone wp-image-1536 size-full"" src=""https://powerhousebrasil.com.br/wp-content/uploads/2019/08/Uniforme-OCE-Specialized-cabuloso.png"" alt="""" width=""338"" height=""571"" />",,,taxable,,1,10,,0,0,1,24,10,35,0,,,,Vestuário,,,"https://powerhousebrasil.com.br/wp-content/uploads/2019/08/Uniforme-OCE-Specialized-cabuloso-e1574262170980.png, https://powerhousebrasil.com.br/wp-content/uploads/2019/08/Uniforme-OCE-Specialized-cabuloso-e1574262170980.png, https://powerhousebrasil.com.br/wp-content/uploads/2019/08/Foto-cortada-1.jpg",,,,,,,,,99,,Tamanho,"G, M, P",1,1,,,,,
1456,simple,,,"Polén protein Smoothie Frutas Vermelhas - 350g",1,0,visible,,"Na alquimia desenvolvida para pós-treino ou como lanche super nutritivo, associamos: o pólen, que é um dos alimentos naturais mais ricos em aminoácidos e essencial para o reparo muscular, regulador das funções intestinais, atuante no sistema imunológico; precisa combinação de frutas vermelhas ricas em antioxidantes e minerais essenciais à recuperação muscular; a eles foi associado o probiótico de nossa produção, o que contribui para a digestão e assimilação expandida de antioxidantes, além de proporcionar melhor e mais natural absorção dos alimentos que os contenham.
\n</div>
\n</div>
\n</div>",,,taxable,,1,51,,0,0,0.1,11,6,6,0,,,"189,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2019/11/Energia-Co-q10-Alquimia-da-Saude-Alquimia-da-Saude-Google-Chrome-07_11_2024-16_04_58.png, https://powerhousebrasil.com.br/wp-content/uploads/2019/11/Energia-Co-q10-Alquimia-da-Saude-Alquimia-da-Saude-Google-Chrome-07_11_2024-16_06_47.png, https://powerhousebrasil.com.br/wp-content/uploads/2019/11/Energia-Co-q10-Alquimia-da-Saude-Alquimia-da-Saude-Google-Chrome-07_11_2024-16_04_58.png",,,,,,,,,27,,,,,,,,,,
1473,simple,,,"ENERGIA - ENDURANCE SMOOTHIE - 350G",1,0,visible,"Na alquimia desenvolvida para atividades de longa duração combinamos o óleo de coco em pó, fonte de gordura de alta qualidade e de MCT que proporciona energia de longa duração além de alimento ideal para o cérebro; o pólen como rica fonte de aminoácidos; a batata doce que produz energia estável; a batata yacon para o equilíbrio da glicose no sangue; amora, morango e uva ricos em sabor e antioxidantes; e a maca peruana como estímulo extra que não vicia o sistema nervoso central.","Na alquimia desenvolvida para atividades de longa duração combinamos o óleo de coco em pó, fonte de gordura de alta qualidade e de MCT que proporciona energia de longa duração além de alimento ideal para o cérebro; o pólen como rica fonte de aminoácidos; a batata doce que produz energia estável; a batata yacon para o equilíbrio da glicose no sangue; amora, morango e uva ricos em sabor e antioxidantes; e a maca peruana como estímulo extra que não vicia o sistema nervoso central.",,,taxable,,1,64,,0,0,0.350,23,12,6,0,,,"142,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2020/01/e8d03ed8-28d7-4b6a-9ef9-e3f1d44e5143.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2020/01/b593407b-06c1-4bd9-8fac-6a9fe519dcf8.jpg",,,,,,,,,30,,,,,,,,,,
1480,simple,,,"NAC N-ACETIL CISTEÍNA",1,0,visible,"NAC (a forma estável do aminoácido cisteína) é uma potência de um suplemento com atividade antioxidante. Além de combater os danos no tecido muscular induzidos pelo exercício, ajuda a desintoxicar o fígado, construir o tecido conjuntivo, combater infecções virais, e combater os efeitos da idade. E estes são apenas os destaques!
\n
\n<strong>Por que os atletas usam NAC</strong>
\n
\nNAC é um dos mais importantes antioxidantes para um atleta – as pesquisas e os benefícios são inúmeros. Seu efeito sobre trauma muscular causado por levantar pesos ou intenso treinamento cardio é emocionante.
\n
\nUm segundo próximo (e um primeiro ocasional) na importância seria o seu papel na desintoxicação do corpo e ajudando a manter o fígado em “como novo”. Seus benefícios anti-envelhecimento e capacidade para auxiliar na saúde das articulações são de grande valor.
\n
\n<strong>NAC É NATURAL?</strong>
\n
\nA cisteína é um aminoácido não essencial , ou seja , produzido naturalmente pelo organismo. Ele é um dos três tijolinhos para que nosso corpo possa construir o verdadeiro rejuvenecedor, a GLUTATIONA, que precisa tb de glicina e glutamina para ser formada, ambos disponíveis em abundância em nosso corpo.
\n
\nPorém, mesmo sendo produzido pelo nosso organismo , a cisteína precisa de um aminoácido não essencial para ser formada, a metionina, e , sendo assim , o organismo possui fonte limitada deste aminoácido.
\n
\nA suplementação com N-acetilcisteína após os 30 anos de idade ou para atletas é fundamental para que o organismo tenha o material necessário para a formação da glutationa.
\n
\n<strong>Maneiras que NAC podem melhorar ganho e recuperação muscular:</strong>
\n
\nEstimular o tecido conjuntivo forte e até mesmo reduzir a dor da inflamação das articulações.
\n
\n<strong>Maneiras que NAC podem aumentar a longevidade:</strong>
\n
\nCombater os radicais livres, o que é benéfico para a recuperação pós-exercício.
\n
\nUsos potenciais para NAC
\n
\nPesquisas indicam que a NAC pode ser útil no tratamento de:
\n
\n· Overtraining
\n
\n· Vícios
\n
\n· As infecções virais
\n
\n· Função respiratória prejudicada
\n
\n· Envelhecimento","NAC (a forma estável do aminoácido cisteína) é uma potência de um suplemento com atividade antioxidante. Além de combater os danos no tecido muscular induzidos pelo exercício, ajuda a desintoxicar o fígado, construir o tecido conjuntivo, combater infecções virais, e combater os efeitos da idade. E estes são apenas os destaques!
\n
\n<strong>Por que os atletas usam NAC</strong>
\n
\nNAC é um dos mais importantes antioxidantes para um atleta – as pesquisas e os benefícios são inúmeros. Seu efeito sobre trauma muscular causado por levantar pesos ou intenso treinamento cardio é emocionante.
\n
\nUm segundo próximo (e um primeiro ocasional) na importância seria o seu papel na desintoxicação do corpo e ajudando a manter o fígado em “como novo”. Seus benefícios anti-envelhecimento e capacidade para auxiliar na saúde das articulações são de grande valor.
\n
\n<strong>NAC É NATURAL?</strong>
\n
\nA cisteína é um aminoácido não essencial , ou seja , produzido naturalmente pelo organismo. Ele é um dos três tijolinhos para que nosso corpo possa construir o verdadeiro rejuvenecedor, a GLUTATIONA, que precisa tb de glicina e glutamina para ser formada, ambos disponíveis em abundância em nosso corpo.
\n
\nPorém, mesmo sendo produzido pelo nosso organismo , a cisteína precisa de um aminoácido não essencial para ser formada, a metionina, e , sendo assim , o organismo possui fonte limitada deste aminoácido.
\n
\nA suplementação com N-acetilcisteína após os 30 anos de idade ou para atletas é fundamental para que o organismo tenha o material necessário para a formação da glutationa.
\n
\n<strong>Maneiras que NAC podem melhorar ganho e recuperação muscular:</strong>
\n
\nEstimular o tecido conjuntivo forte e até mesmo reduzir a dor da inflamação das articulações.
\n
\n<strong>Maneiras que NAC podem aumentar a longevidade:</strong>
\n
\nCombater os radicais livres, o que é benéfico para a recuperação pós-exercício.
\n
\nUsos potenciais para NAC
\n
\nPesquisas indicam que a NAC pode ser útil no tratamento de:
\n
\n· Overtraining
\n
\n· Vícios
\n
\n· As infecções virais
\n
\n· Função respiratória prejudicada
\n
\n· Envelhecimento",,,taxable,,1,62,,0,0,0.1,11,6,6,0,,,"168,50","Alquimia da Saúde",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2019/11/NAC.png,,,,,,,,,57,,,,,,,,,,
1482,simple,,,"AÇAFRÃO BLEND",1,0,visible,"Poderoso anti-inflamatório e anti-oxidante, o açafrão da terra promove auxílio na digestão das proteínas, facilitador na absorção de nutrientes e regulador do metabolismo.
\n
\nRico em curcumina, substancia bactericida, antioxidante, depurativa do sangue, desintoxicante, e protege o sistema cardiovascular.
\n
\nSão inúmeros benefícios e a formula da Alquimia da Saúde utiliza uma combinação mínima de pimenta do reino preta proporcionando assim uma absorção pelo organismo de até 2000% da curcumina presente no açafrão.
\n
\n&nbsp;
\n
\nIngredientes: Açafrão orgânico em pó, pimenta do reino em grão. NÃO CONTÉM GLÚTEN. NÃO CONTÉM LACTOSE.
\nModo de conservação: Manter em local seco, arejado, longe de fonte de calor e ao abrigo do sol.
\nRecomendação de uso: Consumir 1 a 2 cápsulas, após as 2 principais refeições do dia. Na primeira semana de uso, recomenda-se 1 cápsula ao dia, para adaptação do organismo.
\nData de fabricação ou lote: Vide marcação na embalagem.
\nData de validade:  1 ano após a fabricação.
\nContém: 60 cápsulas vegetais de 500mg .
\nPeso bruto: 30 gramas.",,,,taxable,,1,61,,0,0,0.1,11,6,6,0,,,"110,50","Alquimia da Saúde",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2019/11/acafrao.png,,,,,,,,,1,,,,,,,,,,
1485,simple,,,"RECOVER FÍSICO",1,0,visible,"RECOVERY Físico
\n
\nConhecimento Milenar
\n
\nMais um blend exclusivo Alquimia da Saúde, combinamos a capacidade do açafrão da terra como um anti-inflamatório natural, antibiótico , termogênico e amigo da boa imunidade com os benefícios da sinergia com a pimenta do reino.
\n
\nEstudos indicam que devido a pimenta do reino expandir as vilosidades do intestino , promove uma absorção expandida da curcumina em até 2000% vezes em relação ao açafrão se consumido puro.
\n
\nPoderoso anti-inflamatório e anti-oxidante, o açafrão da terra promove auxílio na digestão das proteínas, facilitador na absorção de nutrientes e regulador do metabolismo.
\n
\nRico em curcumina, substancia bactericida, antioxidante, depurativa do sangue, desintoxicante, e protege o sistema cardiovascular.
\n
\nAlém deste belo casamento acima, nossa fórmula exclusiva traz sem precedentes no Brasil, união com  o  Shatavari.
\n
\nEsta planta auxilia a reestabelecer o equilíbrio hormonal feminino, auxiliando em todas as etapas do cliclo reprodutor,  desde a primeira menstruação até a menopausa.
\n
\nPara o homem entrega força, recuperação da vitalidade e imunidade, além de aumentar virilidade e proteção.
\n
\nO que a ciência diz?
\n
\nEstudos conseguiram demonstrar , que o shatavari fez frente de cura e fortalecimento em vários sistemas do organismo como :
\n
\nprodução de anticorpos, fortalecendo a imunidade
\n
\nfacilitador da digestão e assimilação
\n
\nadaptógeno que equilibra stress físico e mental
\n
\nRepara, hidratando o trato respiratório
\n
\nPara o homem, traz força e virilidade
\n
\nPara a mulher, equilibra todo ciclo hormonal em todas as fases da vida.
\n
\nUma curiosidade é que o nome SHATAVARI  significa  “ A mulher de 100 maridos”  , fazendo alusão ao tamanho benefício de energia e saúde que traz para o  equilíbrio hormonal feminino, auxiliando em todas as etapas do cliclo reprodutor,  desde a primeira menstruação até a menopausa.
\n
\nhttps://www.ncbi.nlm.nih.gov/pubmed/26283842 imunidade
\n
\nhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC4027291/geral
\n
\nhttps://www.ncbi.nlm.nih.gov/pubmed/?term=shatavari+recover",,,,taxable,,1,62,,0,0,0.1,11,6,6,0,,,"148,50","Alquimia da Saúde",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2019/11/recover.png,,,,,,,,,78,,,,,,,,,,
1492,simple,,,"ORA PRO NOBIS",1,0,visible,"<strong><u>ORA PRONOBIS</u></strong>
\n
\nEste super alimento, contém também alto teor de proteínas, antioxidantes e minerais. Sua ação antioxidante, aliada a presença de Ferro e Vitamina C, auxilia o sistema imunológico, potencializa a absorção do ferro e por ser fonte também de minerais como Magnésio, Cálcio, Potássio, Manganês, Fósforo e Vitamina B9 (ácido fólico), é indicado como um excelente suplemento para atletas.
\n
\n<strong>O QUE A CIÊNCIA DIZ</strong>
\n
\nFoi realizado um estudo para  investigar a influência da farinha de ora-pro-nobis na adesão de probióticos às células epiteliais intestinais e avaliar o efeito nos sintomas gastrointestinais, peso, gordura corporal, glicemia e perfil lipídico em homens com sobrepeso.
\n
\nConcluiu-se que a farinha de Ora-pro-nobis melhorou os sintomas gastrointestinais e aumentou a saciedade e melhorou a saúde intestinal.
\n
\nAlém disso, manteve a alta aderência de L. casei às células intestinais, probiótico este que auxilia na propagação de bactérias benéficas ao equilíbrio gastrointestinal, melhora a resposta imunológica, regula o trânsito gastrointestinal, aumenta o poder de absorção da lactose pelo organismo e complementa a proliferação de outros probióticos no organismo. É conhecida também como um auxiliar na digestão e redução à intolerância  a lactose","<strong><u>ORA PRONOBIS</u></strong>
\n
\nEste super alimento, contém também alto teor de proteínas, antioxidantes e minerais. Sua ação antioxidante, aliada a presença de Ferro e Vitamina C, auxilia o sistema imunológico, potencializa a absorção do ferro e por ser fonte também de minerais como Magnésio, Cálcio, Potássio, Manganês, Fósforo e Vitamina B9 (ácido fólico), é indicado como um excelente suplemento para atletas.
\n
\n<strong>O QUE A CIÊNCIA DIZ</strong>
\n
\nFoi realizado um estudo para  investigar a influência da farinha de ora-pro-nobis na adesão de probióticos às células epiteliais intestinais e avaliar o efeito nos sintomas gastrointestinais, peso, gordura corporal, glicemia e perfil lipídico em homens com sobrepeso.
\n
\nConcluiu-se que a farinha de Ora-pro-nobis melhorou os sintomas gastrointestinais e aumentou a saciedade e melhorou a saúde intestinal.
\n
\nAlém disso, manteve a alta aderência de L. casei às células intestinais, probiótico este que auxilia na propagação de bactérias benéficas ao equilíbrio gastrointestinal, melhora a resposta imunológica, regula o trânsito gastrointestinal, aumenta o poder de absorção da lactose pelo organismo e complementa a proliferação de outros probióticos no organismo. É conhecida também como um auxiliar na digestão e redução à intolerância  a lactose",,,taxable,,1,94,,0,0,0.1,11,6,6,0,,,"120,50","Alquimia da Saúde",,pac,https://powerhousebrasil.com.br/wp-content/uploads/2019/11/Ora-pronobis.png,,,,,,,,,59,,,,,,,,,,
1497,simple,,,"Óleo de cocô em pó",1,0,visible,"O Óleo de Coco em Pó é um alimento super nutritivo que pode ajudar nas dietas de redução de peso, low carb, paleo, entre outras.
\n
\nÉ facilmente absorvido e transformado em energia no fígado, não se acumulando como gordura. A rápida digestão da gordura do coco estimula o metabolismo com um efeito termogênico, podendo ajudar no emagrecimento, auxiliando a quebrar células de gorduras ruins e a eliminá-las pelo intestino.
\n
\nContém também o ácido láurico (substância encontrada no leite materno), que ajuda a reforçar o sistema imune, aumentando a resposta imunológica contra infecções, vírus, bactérias, fungos e muito mais. Contém também o ácido caprílico e o ácido cáprico.
\n
\nAlém de tudo isso, auxilia o sistema circulatório, controlando os níveis de HDL (colesterol bom), além de ajudar a proteger o fígado dos efeitos do álcool",,,,taxable,,1,70,,0,0,0.3,23,12,6,0,,,"87,50","Alquimia da Saúde",,pac,"https://powerhousebrasil.com.br/wp-content/uploads/2020/01/827429df-c923-429b-a678-093a8c09ba2d.jpg, https://powerhousebrasil.com.br/wp-content/uploads/2020/01/e680ba46-e7e3-4c78-a6b7-779ca097a196.jpg",,,,,,,,,58,,,,,,,,,,
1501,simple,,,"Supergreen - Detox",1,0,visible,"DETOX Supergreens
\n
\nCOMO OBTER A MÁXIMA DESINTOXICAÇÃO DO ORGANSIMO?
\n
\nBom , certamente algumas ações são necessárias para isto . Hábitos saudáveis, atividade física e sono de boa qualidade são um excelente caminho.
\n
\nAlém destes , no quesito digestão e detox, nossas enzimas digestivas atuam no seu ápice quando o organismo está em um equilíbrio de Ph, com tendência alcalina.
\n
\nEsta combinação de nosso SUPERGREENS é feita de  alimentos alcalinos; que  facilitam todo o  processo de desintoxicação , reparo e  assimilação dos alimentos de forma inteligente e natural.
\n
\nCHLORELLA
\n
\nA clorela é uma alga unicelular descoberta pelos japoneses. Possui altíssimos níveis de clorofila, auxiliando a oxigenar e alcalinizar o sangue. Tendo cerca de 60% de proteínas, possui vitamina K responsável pela coagulação do sangue e tem a grande força para remover metais pesados que foram previamente absorvidos pelo organismo, tendo esta bela capacidade de desintoxicação, além de remover também os possíveis agrotóxicos dos legumes e verduras ingeridos.
\n
\nO QUE A CIÊNCIA DIZ
\n
\nEm um estudo realizado em humanos , comprovou-se após o uso de Chlorella por 90 dias , que este superalimento foi capaz de remover metais pesados do organismo .
\n
\nA toxicidade de metais pesados como o mercúrio é um sério risco para a saúde humana.
\n
\nAvaliamos se 90 dias de suplementação nutricional com Chlorella  poderiam desintoxicar os níveis de metais pesados em pacientes com implantes dentários de titânio a longo prazo em comparação com os níveis basais antes de qualquer suplementação,  e controles não tratados (sem material dentário) de idade semelhante .  Os níveis de mercúrio aos 90 dias diminuíram em comparação com os controles não tratados. A suplementação contribuiu para a redução dos níveis de metais pesados. O tratamento a longo prazo com extrato de algas  por 90 dias consecutivos diminuiu níveis dos metais pesados (mercúrio, prata, estanho, chumbo e urânio) em comparação com os níveis basais.  Por fim, a suplementação a longo prazo com essas algas  era segura e não-tóxica em pacientes. Esses suplementos impediram certos déficits nos oligoelementos sem afetar suas proporções Na + / K + após suplementação nutracêutica a longo prazo .
\n
\nOs níveis de chumbo diminuíram após 90 dias de suplementação, concordando com a redução de:
\n
\n56% de Pb aos quatro dias de suplementação de algas com Chlorella
\n
\n69% em oito dias
\n
\n77% em 12 dias de tratamento
\n
\nEmbora os níveis de Urânio estivessem dentro da faixa de detecção normal em nossos pacientes, sua diminuição após 90 dias de suplementação foi crucial.  1
\n
\nORA PRONOBIS
\n
\nEste super alimento, contém também alto teor de proteínas, antioxidantes e minerais. Sua ação antioxidante, aliada a presença de Ferro e Vitamina C, auxilia o sistema imunológico, potencializa a absorção do ferro e por ser fonte também de minerais como Magnésio, Cálcio, Potássio, Manganês, Fósforo e Vitamina B9 (ácido fólico), é indicado como um excelente suplemento para atletas.
\n
\nO QUE A CIÊNCIA DIZ
\n
\nFoi realizado um estudo para  investigar a influência da farinha de ora-pro-nobis na adesão de probióticos às células epiteliais intestinais e avaliar o efeito nos sintomas gastrointestinais, peso, gordura corporal, glicemia e perfil lipídico em homens com sobrepeso.
\n
\nConcluiu-se que a farinha de Ora-pro-nobis melhorou os sintomas gastrointestinais e aumentou a saciedade e melhorou a saúde intestinal.
\n
\nAlém disso, manteve a alta aderência de L. casei às células intestinais, probiótico este que auxilia na propagação de bactérias benéficas ao equilíbrio gastrointestinal, melhora a resposta imunológica, regula o trânsito gastrointestinal, aumenta o poder de absorção da lactose pelo organismo e complementa a proliferação de outros probióticos no organismo. É conhecida também como um auxiliar na digestão e redução à intolerância  a lactose.  2
\n
\nSPIRULINA
\n
\nMais conhecida como microalga azul esverdeada, a Spirulina é composta por uma unica célula e que transforma a luz solar em energia.
\n
\nPossuindo mais de 60% de proteínas, contribui promovendo imunidade , é antioxidante, auxilia a retardar o envelhecimento e a sarcopenia e auxilia no emagrecimento.
\n
\nUm estudo realizado na College Physical Education em Taiwan mostrou que a Spirulina protegeu o tecido muscular dos 16 estudantes que se voluntariaram para o experimento e postergou o tempo de exaustão durante atividades físicas. 3
\n
\nCHÁ VERDE
\n
\nOs compostos do chá verde exercem diversos efeitos biológicos. Sendo os polifenóis os constituintes majoritários, aos quais são atribuídas propriedades antioxidantes, podem ser evidenciadas a inativação de espécies oxigenadas ou nitrogenadas reativas e a quelação de metais de transição redox ativos. Indiretamente, o Green Tea pode atuar como antioxidante através da inibição de enzimas pró-oxidantes e indução de enzimas antioxidantes.
